reference_name,source_count,source_labels,credit_salary,primary_archetype,secondary_archetype,motif_reason,sprint,climb,stamina,technique,teamwork,ego,fighting,race_fit,game_conversion_note
Attilio Moresi,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Augustín Tamames,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Aurelio González Puente,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Baden Cooke,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bas Maliepaard,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Beat Breu,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Benoni Beheyt,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bernard Vallet,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bert Grabsch,1,World time trial,5900,itt,none,Referenced from 1 major race/classification source(s),67,57,96,99,72,77,82,itt/ttt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Biniam Girmay,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bob Jungels,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bobby Julich,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Brian Robinson,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Briek Schotte,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bruno Landi,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Camille Danguillaume,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Carlo Chiappano,1,Tirreno-Adriatico,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Carlos Betancur,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Carlos Hernández Bailo,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Carmine Preziosi,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Cesare Brambilla,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Cesare Del Cancia,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Charles Crupelandt,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Charles Meunier,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Charles Pélissier,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Chepe González,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Chris Boardman,1,World time trial,5900,itt,none,Referenced from 1 major race/classification source(s),67,57,96,99,72,77,82,itt/ttt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Christophe Agnolutto,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Christophe Moreau,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Christophe Rinero,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Christopher Froome,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Claude Criquielion,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Claudio Bortolotto,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Cleto Maule,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Costa Rica,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Cyrille Guimard,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Daniel Martínez,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Daniele Bennati,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dario Frigo,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
David Moncoutié,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Davide Villella,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Demi Vollering,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Diego Ronchini,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dieudonné Smets,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dirk De Wolf,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dirk Demol,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dmitri Konyshev,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Domenico Piemontesi,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dylan van Baarle,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eberardo Pavesi,1,Grand Tour GC,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Edoardo Molinar,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Édouard Fachleitner,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eduardo Chozas,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Edward Klabiński,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Egoi Martínez,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Elia Viviani,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Emakumeen Euskal Bira,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Emanuele Sella,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Émile Bouhours,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Émile Masson Jr.,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Enrico Mollo,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eric Van Lancker,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Erich Mächler,1,Tirreno-Adriatico,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Erich Maechler,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Erik Dekker,1,Tirreno-Adriatico,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ernest Mottard,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Esteban Chaves,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eugène Christophe,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ezio Corlaita,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fabian Wegmann,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fabio Aru,1,Grand Tour GC,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fabio Felline,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fabio Jakobsen,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fabrizio Guidi,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Faustino Fernández Ovies,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fédération Française de Cyclisme,1,Vuelta a Espana GC,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Félicien Vervaecke,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Felipe Yáñez,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Félix Cárdenas,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Félix Sellier,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ferdi Van Den Haute,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fermín Trueba,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fermo Camellini,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fernando Gaviria,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Filippo Ganna,1,World time trial,5900,itt,none,Referenced from 1 major race/classification source(s),67,57,96,99,72,77,82,itt/ttt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Floyd Landis,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fons De Wolf,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Francisco Galdós,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Francisco Javier Cedena,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Franco Ballerini,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
François Gardier,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Frank Hoste,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fränk Schleck,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Frans Melckenbeeck,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Frans Schoubben,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Frédéric Guesdon,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fredy González,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
French Third Republic,1,Tour de France GC,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fritz Schär,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gabriele Colombo,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Games of the Small States of Europe,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gaspard Rinaldi,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Geoffrey Bouchard,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Georges Claes,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Georges Passerieu,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gerald Ciolek,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gerben Karstens,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Germain Derijcke,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
German Empire,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gert-Jan Theunisse,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giacomo Nizzolo,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gianbattista Baronchelli,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giancarlo Bellini,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gianni Faresin,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gilles Delion,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giovanni Cuniolo,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giovanni Fidanza,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giovanni Gerbi,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giovanni Lombardi,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giovanni Visconti,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giulio Ciccone,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giuseppe Buratti,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giuseppe Fezzardi,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giuseppe Minardi,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gregorio San Miguel,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Guido Reybrouck,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Guido Van Calster,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Guillaume Martin,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Hans Junkermann,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Hans Knecht,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Harm Ottenbros,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Heinz Müller,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Heiri Suter,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Helmut Wechselberger,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Henri Garnier,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Henry Anglade,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Herman van Springel,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Herman Van Springel,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
